CPF_PARTICIPANTE,ID_ATIVIDADE,CPF_CONVIDANTE_INTERNO,DATA_INSCRICAO
80769432488,10,,2023-07-17
50880769755,7,,2023-07-19
50880769755,5,50709092822,2023-03-22
39007232577,13,,2023-11-15
87552368122,8,41029289522,2023-10-02
74192555477,9,,2023-03-05
74192555477,8,,2023-02-01
74192555477,12,53502467200,2023-04-06
85790849200,13,,2023-01-05
85790849200,11,,2023-03-04
78659728499,1,13161722522,2023-07-28
78659728499,9,75935790266,2023-01-11
78659728499,10,16524305988,2023-07-10
80223459388,7,,2023-09-03
86639462877,5,,2023-08-11
86639462877,9,17880944500,2023-08-22
82140592911,11,,2023-07-13
82140592911,16,17495122899,2023-05-03
82140592911,12,,2023-11-12
96081648422,13,,2023-11-14
96081648422,10,,2023-06-30
96081648422,5,,2023-02-01
28343585755,6,,2023-08-13
28343585755,14,,2023-10-08
46847463300,6,,2023-10-27
46847463300,12,,2023-05-09
46847463300,10,65677265555,2023-04-03
42363481799,5,,2023-02-25
12417429366,2,47089551977,2023-01-18
12417429366,9,88011273911,2023-06-18
93109882666,1,41752959922,2023-01-12
92020163300,5,,2023-11-13
48297337800,6,66341521011,2023-02-26
48297337800,15,94329069577,2023-03-14
19474907377,13,,2023-12-05
19474907377,5,,2023-02-03
19474907377,3,,2023-04-28
55625969033,3,64938239944,2023-12-21
55625969033,10,,2023-06-22
67505873300,9,20984491511,2023-06-25
85689048400,8,71490459011,2023-11-12
46292439333,12,27696248222,2023-07-23
61591672866,7,,2023-04-10
61591672866,11,98460984300,2023-02-13
61591672866,13,,2023-12-05
43552449622,5,,2023-01-30
43552449622,14,,2023-11-24
43552449622,8,,2023-06-07
93223058600,7,,2023-08-07
93223058600,5,94818290066,2023-09-06
93223058600,14,99274417388,2023-06-08
64547517911,1,,2023-10-20
64547517911,6,,2023-11-03
47590742444,5,,2023-05-15
47590742444,16,64136173655,2023-03-26
75573974955,5,,2023-11-25
72635726999,16,98638554566,2023-03-10
72635726999,13,,2023-01-16
56340185366,13,,2023-05-29
32177605811,8,,2023-11-25
32177605811,6,70786402688,2023-02-18
32177605811,9,,2023-11-02
89790201988,16,,2023-02-23
89790201988,7,,2023-02-08
81726012633,1,,2023-12-06
56736754100,15,,2023-09-08
56736754100,5,33500246377,2023-04-22
56736754100,2,19293464333,2023-03-07
21615777277,4,94974758455,2023-07-25
21615777277,15,92668738611,2023-07-07
21615777277,10,76802084844,2023-02-22
55846040111,11,87471530911,2023-04-10
55846040111,10,32659617700,2023-12-14
49239210055,7,,2023-09-14
49239210055,4,,2023-04-25
49239210055,11,,2023-05-21
81017829666,10,,2023-11-11
81017829666,13,84624706844,2023-03-25
81017829666,8,93960354911,2023-02-05
51545513200,4,,2023-11-17
51545513200,5,70190009677,2023-04-27
56096051133,16,50034786311,2023-04-21
56096051133,12,14924554744,2023-01-24
56096051133,14,,2023-07-08
32876712277,10,,2023-03-22
32876712277,11,,2023-09-21
81728535211,11,50332534177,2023-06-30
81728535211,15,16611764022,2023-01-05
74765965288,12,,2023-11-09
77340477777,11,,2023-03-27
73834859988,8,72758491866,2023-01-20
73834859988,14,78425977233,2023-05-20
21708598966,11,13049247855,2023-06-07
21708598966,5,56376382766,2023-09-11
21708598966,13,44556734077,2023-10-27
50700093700,10,,2023-08-27
95399645711,12,44883081800,2023-03-14
95399645711,16,,2023-10-10
95399645711,8,45624200900,2023-09-20
90092177522,5,45329219700,2023-01-24
61895782766,7,34661697044,2023-04-22
61895782766,1,44292028000,2023-09-07
61895782766,10,82121636522,2023-09-04
16294361199,12,22897919466,2023-08-23
16294361199,5,,2023-01-24
46601898488,3,,2023-07-30
46601898488,12,55187184033,2023-05-19
46601898488,5,79675627988,2023-04-09
47625837233,3,,2023-08-13
47625837233,4,60320213000,2023-08-13
61343475588,3,,2023-01-21
49508348277,10,21880614200,2023-06-17
67744261666,3,70582321800,2023-11-01
67744261666,9,,2023-12-29
67744261666,16,71710667033,2023-03-18
59189957655,6,15768855188,2023-05-22
59189957655,2,,2023-06-02
59189957655,7,14393314644,2023-03-16
83348046799,13,,2023-01-06
85281813677,13,,2023-01-08
85281813677,5,,2023-06-15
85281813677,16,,2023-05-31
92926889799,7,,2023-10-13
92926889799,5,50021286022,2023-07-08
92926889799,8,66544661799,2023-08-20
93233844377,6,19564412988,2023-11-05
93233844377,15,65171724244,2023-05-10
93233844377,12,,2023-01-27
50027459544,10,,2023-04-29
50027459544,15,90056896500,2023-06-24
50027459544,9,48106411633,2023-07-19
81989452966,8,25433063744,2023-01-19
59842515400,7,42583292822,2023-06-20
59842515400,16,,2023-11-26
59842515400,3,,2023-01-01
53638765155,6,16743504222,2023-02-26
89194511099,4,,2023-11-25
89194511099,16,,2023-05-15
89194511099,10,33314773200,2023-04-27
33965717388,4,,2023-12-14
33965717388,5,,2023-07-13
60047008788,13,13110218922,2023-04-01
60047008788,10,,2023-01-26
60047008788,16,,2023-08-26
49529643533,13,18303432200,2023-06-06
49529643533,15,,2023-04-27
49529643533,12,29699403700,2023-08-31
24065698455,10,62286910400,2023-02-11
24065698455,7,44125428155,2023-09-07
24065698455,14,,2023-11-20
65048943533,10,,2023-10-04
25765538855,7,,2023-05-27
25765538855,14,49083164300,2023-06-23
70236082811,10,74904466511,2023-04-15
70236082811,13,90995469988,2023-07-28
70236082811,4,,2023-02-15
19833600588,8,,2023-02-12
19833600588,14,,2023-07-03
19833600588,5,56916709133,2023-12-02
99084768666,4,22586190255,2023-10-07
99084768666,5,59011623400,2023-05-28
99084768666,16,,2023-06-02
98925807888,11,91833464222,2023-08-27
94778246822,3,,2023-10-28
60966101700,14,17608148066,2023-11-06
60966101700,5,82552881044,2023-03-13
60966101700,16,,2023-04-06
65341386977,7,,2023-10-21
65341386977,6,24177349233,2023-04-24
65341386977,2,55891752166,2023-05-13
39441749766,7,44621583422,2023-08-27
39441749766,8,,2023-06-28
88308941922,10,39178196000,2023-03-15
52928152099,10,,2023-03-12
52928152099,9,,2023-12-08
42260067477,7,,2023-04-15
42260067477,14,37047704188,2023-10-19
42260067477,12,89212557100,2023-08-01
98609716177,1,79067355366,2023-04-12
51262745200,2,,2023-12-08
51262745200,15,,2023-01-01
15655081655,1,40691999777,2023-02-26
15655081655,6,,2023-03-27
60322438188,12,,2023-03-12
60322438188,14,,2023-05-10
60322438188,8,,2023-05-10
62717539811,1,93832442755,2023-06-11
62717539811,3,,2023-07-11
35851994966,10,,2023-08-17
35851994966,14,60614247877,2023-12-20
72128950677,2,,2023-11-27
72128950677,1,,2023-11-04
72128950677,12,,2023-11-25
39807305144,12,95574202355,2023-03-30
39807305144,3,,2023-04-15
39807305144,7,92516112622,2023-03-26
84117421300,12,,2023-08-14
46802871877,16,81178396600,2023-06-26
46802871877,14,,2023-03-31
48665167800,6,72526838266,2023-08-15
48665167800,10,,2023-06-25
48665167800,4,34643920400,2023-09-01
74682338888,1,,2023-06-15
74682338888,6,,2023-06-18
74682338888,14,,2023-07-28
19229221700,6,35465444555,2023-09-29
64162170233,12,,2023-09-10
27752924455,8,52136623666,2023-05-24
55709006677,16,29407387266,2023-03-28
51820504888,8,,2023-08-29
51820504888,10,,2023-06-29
24926064222,5,,2023-04-14
24926064222,14,74383929966,2023-04-17
78272345699,4,20028253600,2023-10-12
78272345699,12,,2023-03-24
78272345699,16,,2023-03-15
44801995199,16,13624568700,2023-01-07
44801995199,5,34697443788,2023-10-18
27606058255,15,17174218733,2023-08-26
47953864399,15,36224133011,2023-04-11
47953864399,7,,2023-05-25
47953864399,14,,2023-09-26
73825563955,12,40752255855,2023-12-14
73825563955,7,,2023-06-03
56342484777,11,91541364155,2023-04-02
56342484777,1,98489045900,2023-03-18
51892980866,5,46164893000,2023-04-21
51892980866,6,81038250500,2023-01-07
17596342122,2,49262370322,2023-09-04
16571330522,16,,2023-12-05
16571330522,12,,2023-12-28
16571330522,13,,2023-01-18
58750975233,5,,2023-04-15
30368694688,9,,2023-10-20
33903024844,5,22380469500,2023-09-09
33903024844,11,,2023-07-08
33903024844,12,,2023-10-02
87901167477,13,44639813600,2023-02-19
87901167477,16,,2023-01-23
87901167477,5,,2023-11-08
31161738000,3,54701195999,2023-04-10
58655569677,8,23028451533,2023-10-09
58655569677,14,,2023-11-17
58655569677,12,57584224600,2023-01-31
63793247044,16,,2023-03-22
63793247044,1,59251673177,2023-09-19
63793247044,15,96851735911,2023-02-09
83357653166,4,,2023-12-02
83357653166,6,75896187488,2023-08-27
72828357566,16,,2023-05-17
73925443144,2,57490200533,2023-04-17
86548601899,5,,2023-05-09
64278609411,7,35892435466,2023-11-04
63420795100,8,43316407366,2023-12-14
63420795100,5,97347785444,2023-04-18
69532871100,3,,2023-09-07
69532871100,12,99730237066,2023-08-31
78800230899,11,33396975233,2023-05-14
78800230899,1,28763877944,2023-04-22
78800230899,14,,2023-08-13
74257326377,12,,2023-07-13
74257326377,10,81308526833,2023-12-29
16910559133,14,78656080122,2023-07-20
16910559133,1,84249855599,2023-07-10
16910559133,12,,2023-12-17
23366140499,10,,2023-11-26
49624402177,4,,2023-05-16
49624402177,10,87673350044,2023-07-13
26648539100,13,91314528766,2023-07-18
26648539100,2,93506385922,2023-11-12
26648539100,1,,2023-12-06
94039735288,3,,2023-04-18
63141089344,5,,2023-05-02
63141089344,2,81793322099,2023-05-08
61488770822,1,,2023-06-15
46999928388,1,12216879644,2023-05-01
46999928388,12,59652563611,2023-04-27
46999928388,5,,2023-07-31
65775401522,5,,2023-04-24
65775401522,6,56936844077,2023-09-25
65775401522,7,,2023-07-12
20367881144,5,61686604100,2023-01-10
43250636255,14,39499659200,2023-06-29
43250636255,12,90489781811,2023-09-17
43250636255,11,,2023-02-28
98079537400,1,,2023-02-13
98079537400,9,72000959900,2023-05-01
23762707588,7,49548017533,2023-09-26
24082692700,13,65127434900,2023-05-29
24082692700,7,,2023-09-14
88838341277,5,,2023-08-30
88838341277,3,,2023-06-04
88838341277,11,87784566733,2023-12-23
69693842333,3,74248866222,2023-05-16
69693842333,15,54490747600,2023-04-19
69693842333,1,,2023-10-22
25495322522,6,26249643477,2023-08-23
25495322522,1,,2023-01-19
73923000244,11,81808259655,2023-01-31
73923000244,2,,2023-10-06
49141158400,15,25850423599,2023-09-06
49141158400,13,77697288788,2023-07-25
49141158400,6,90043426211,2023-02-26
95374034322,2,,2023-05-21
95374034322,5,,2023-09-05
55805508122,6,,2023-07-09
55805508122,3,54308945322,2023-03-21
62564355677,16,72744528600,2023-08-01
62564355677,4,97488709877,2023-03-18
90033881566,9,85959563911,2023-06-11
90033881566,8,30153470044,2023-07-22
90033881566,6,,2023-10-20
70696206755,13,51161752199,2023-08-24
70696206755,10,,2023-02-01
70696206755,4,,2023-04-09
66730746988,11,77438083000,2023-03-06
66730746988,6,51294675233,2023-10-16
83141027500,15,,2023-07-10
83141027500,5,26929861722,2023-02-15
37808782088,16,71851372688,2023-08-12
37808782088,11,,2023-08-20
89776099333,6,49685441622,2023-11-12
89776099333,15,,2023-04-10
11592583500,1,61122673066,2023-08-20
11592583500,13,37033550855,2023-01-12
77680666266,1,,2023-06-15
77680666266,3,,2023-04-17
71855900600,15,19708678922,2023-09-05
64906186800,14,,2023-12-29
59388722944,8,,2023-11-12
59388722944,3,44731947444,2023-05-30
59388722944,14,,2023-08-09
52088373077,11,25202783077,2023-12-29
31437937322,1,,2023-06-17
37257031677,16,,2023-01-15
81154680299,13,,2023-04-29
81154680299,14,,2023-03-15
99947028900,4,,2023-11-08
99947028900,12,,2023-11-27
99947028900,11,73330297600,2023-07-22
38542007811,16,,2023-02-08
38542007811,15,93489756411,2023-09-26
38542007811,6,,2023-07-20
52291791122,4,98451321111,2023-02-16
52291791122,15,,2023-03-27
52291791122,2,,2023-09-01
47400954166,3,,2023-06-26
47400954166,16,37240975811,2023-03-18
46447488033,1,,2023-04-21
75714071099,4,31125418122,2023-01-14
38576114566,11,45936517511,2023-02-17
38576114566,15,32844746688,2023-09-16
38576114566,16,,2023-09-17
33014837633,11,37875881677,2023-08-31
42684226500,1,,2023-06-28
42684226500,9,,2023-03-22
42684226500,2,,2023-02-04
55675986455,14,17650445100,2023-06-06
55675986455,1,,2023-08-07
25146214611,15,,2023-08-08
33234345799,3,63611091944,2023-04-18
22022203488,13,,2023-03-31
22022203488,4,13096544500,2023-04-24
22022203488,1,96527639500,2023-08-10
81792289322,2,,2023-05-17
23099529233,15,86292105833,2023-10-09
23099529233,14,,2023-07-29
23099529233,11,,2023-03-01
45642298422,12,63319513188,2023-07-08
45642298422,2,,2023-09-12
25746721199,8,41141418122,2023-10-13
25746721199,2,14386669855,2023-01-19
54230157311,16,20663378700,2023-07-26
54230157311,11,,2023-02-10
54230157311,9,70709482988,2023-10-18
13490055255,2,,2023-11-13
13490055255,10,63319513188,2023-05-09
28341803000,13,,2023-01-31
28341803000,11,92820249544,2023-10-13
28341803000,8,,2023-11-01
56041383399,9,,2023-08-28
28088864388,16,26665221211,2023-02-11
28088864388,5,,2023-01-12
28088864388,3,32859548333,2023-06-21
14413348666,6,,2023-07-21
41031782211,5,,2023-08-08
36412745677,12,,2023-06-22
36412745677,6,90805356999,2023-02-18
36412745677,2,39414865433,2023-09-15
68370960288,13,31676647899,2023-12-01
25039025022,5,,2023-12-18
25039025022,9,,2023-10-11
25039025022,8,48329367000,2023-03-25
11643084599,4,,2023-10-04
11643084599,11,,2023-09-30
11643084599,3,79368562344,2023-04-15
43580124500,5,,2023-10-16
43580124500,9,38036295199,2023-04-07
67157483144,1,,2023-11-05
67157483144,10,,2023-12-01
67157483144,6,,2023-12-19
91941122666,13,48032000500,2023-01-08
91941122666,1,83418191477,2023-02-22
32657411766,5,31189641111,2023-08-27
32657411766,6,59419998011,2023-03-01
50204336166,1,32531505933,2023-12-20
58983132577,13,,2023-11-11
58983132577,5,53396730144,2023-06-11
79935624300,8,60539770200,2023-02-25
93687743666,7,,2023-06-12
93687743666,16,90279134800,2023-05-15
19098591177,12,,2023-10-19
19098591177,1,,2023-08-08
19098591177,2,,2023-03-11
28729141700,7,,2023-03-29
52840172933,8,,2023-07-27
52840172933,7,76231665811,2023-08-11
11310082433,1,,2023-11-04
66317232644,4,13442285933,2023-02-18
66317232644,6,50085848122,2023-04-05
66317232644,12,50394815511,2023-01-29
35923990477,3,,2023-05-29
35923990477,11,,2023-01-19
35923990477,1,30294780688,2023-01-25
38554686722,9,,2023-04-04
89089562200,3,13748729466,2023-07-11
89089562200,1,78215891955,2023-12-24
59927815600,12,,2023-02-12
59927815600,4,52045559511,2023-06-28
62729254177,4,15529474599,2023-01-26
62729254177,15,31153603477,2023-12-25
62729254177,5,,2023-02-19
64315855855,2,,2023-01-16
64315855855,14,,2023-11-11
14560306200,11,,2023-08-01
14560306200,4,,2023-09-23
15554530822,6,69138166266,2023-09-25
15554530822,10,,2023-08-28
15422265899,11,,2023-06-27
15422265899,2,97207596311,2023-07-14
15422265899,8,86061676811,2023-05-06
96419704611,11,,2023-04-19
82145284455,8,60681001033,2023-03-19
60850298100,14,49221090488,2023-09-23
60850298100,8,,2023-05-05
71441727000,6,,2023-09-28
18840443877,8,,2023-01-26
18840443877,7,99274777833,2023-10-23
52002129522,6,55299969655,2023-12-20
52002129522,16,,2023-02-09
52002129522,5,69920149433,2023-12-23
32595919744,14,49585565677,2023-01-12
32595919744,12,,2023-08-04
87775621433,13,18353257266,2023-05-25
70400244200,16,65943552288,2023-11-09
70400244200,1,,2023-11-22
72626462066,8,67500569033,2023-03-26
83017864777,9,,2023-01-11
83017864777,15,66178855899,2023-11-23
83017864777,12,73777695644,2023-05-02
86438655322,14,34905446766,2023-08-28
86438655322,7,,2023-08-17
51338033200,1,,2023-06-23
51338033200,3,37511673400,2023-08-07
41349258000,3,73288860800,2023-07-06
38205026966,4,,2023-06-25
38205026966,15,42335437011,2023-08-18
38205026966,12,89165857833,2023-11-27
69809018777,8,87596777166,2023-10-20
44242858044,8,29887141855,2023-02-12
44242858044,2,22581051700,2023-12-07
26533734088,13,,2023-03-06
92501805277,2,13624568700,2023-01-02
57342109866,5,,2023-07-14
57342109866,4,,2023-02-03
96357547011,7,73676071544,2023-04-04
96357547011,13,,2023-07-21
11667454733,6,33942078777,2023-12-27
11667454733,9,61182415388,2023-04-04
48805561655,9,36455125944,2023-02-21
48805561655,1,18744908722,2023-12-29
10827852377,6,77645577300,2023-08-03
10827852377,1,96890659200,2023-07-01
46091300177,2,,2023-09-26
30883985477,12,,2023-01-04
30883985477,9,,2023-09-06
30883985477,6,43367835277,2023-07-03
22832987411,14,,2023-08-31
22832987411,4,,2023-02-09
22832987411,15,,2023-11-04
66662712899,6,,2023-11-11
66662712899,1,,2023-02-08
66662712899,5,82542150300,2023-11-16
52029427700,13,,2023-05-15
88143891955,6,,2023-07-16
88143891955,3,,2023-08-29
90157983700,6,,2023-11-21
72846552166,2,,2023-04-07
72846552166,11,,2023-07-23
36228384188,16,85712749755,2023-08-29
36228384188,15,64322274533,2023-09-23
45456283544,6,,2023-08-28
45456283544,3,57727245688,2023-12-24
45456283544,10,,2023-04-22
62534054200,7,,2023-08-14
62534054200,16,,2023-06-16
62534054200,8,72612398444,2023-12-26
46397463500,4,,2023-04-02
89417753299,12,,2023-10-28
17321533611,1,,2023-02-26
17321533611,15,26575358011,2023-08-11
17771399377,11,,2023-10-03
17771399377,14,,2023-12-29
89011408299,15,,2023-03-05
48070300600,10,71960291000,2023-12-26
24726908866,7,51223158500,2023-05-23
24726908866,9,90405949888,2023-09-07
24726908866,12,30507682233,2023-05-22
79887261299,16,,2023-02-10
79887261299,2,,2023-06-29
79887261299,10,,2023-05-23
40355402000,15,,2023-01-25
40355402000,3,15739102799,2023-09-01
40355402000,13,82511284633,2023-08-08
60856677288,4,32943575599,2023-08-13
60856677288,1,71219302000,2023-07-27
75832195666,13,,2023-06-14
75832195666,10,66281349200,2023-03-23
75832195666,3,13350697044,2023-07-02
72250333100,15,,2023-12-20
72250333100,5,,2023-09-10
72250333100,6,,2023-02-28
78497566499,12,,2023-12-09
98113628400,15,66953102200,2023-09-09
31665028311,8,,2023-12-26
31665028311,2,,2023-11-21
39719329088,10,21872462722,2023-03-20
70524396111,7,39276970877,2023-09-25
62263416377,1,47947696522,2023-04-16
62263416377,10,,2023-07-16
62263416377,15,,2023-01-08
51269419099,16,88096965499,2023-10-14
51269419099,15,,2023-09-16
67680963899,6,,2023-06-05
67680963899,14,,2023-08-09
69007962577,11,,2023-02-04
69007962577,9,84225454544,2023-09-13
71194629466,4,,2023-11-21
71194629466,5,44729708644,2023-04-27
43308054133,15,,2023-12-07
43308054133,5,59410115200,2023-11-11
74179447955,6,63596994788,2023-05-02
36874731044,10,44316742333,2023-02-25
36874731044,6,39437171000,2023-09-23
36874731044,11,85089404599,2023-10-28
94589622777,7,33942078777,2023-02-24
94589622777,12,41836182311,2023-09-09
49777938200,6,33070605033,2023-05-04
49777938200,10,,2023-01-21
71862366699,3,90805356999,2023-11-20
71862366699,9,,2023-01-21
71862366699,8,24096940122,2023-02-20
24764952800,15,63358180511,2023-10-08
24764952800,1,74373805100,2023-12-19
75284786011,12,13823403200,2023-01-03
75284786011,1,20642908699,2023-03-10
56494455911,14,18442772755,2023-09-05
28665391333,7,34275713355,2023-07-19
37503190900,8,80647274722,2023-12-13
15047161755,10,,2023-02-10
15047161755,5,57499561644,2023-10-01
15047161755,12,,2023-03-01
29243785755,12,,2023-08-13
29243785755,3,,2023-07-07
21533936477,9,,2023-02-14
96728766888,9,33044818422,2023-10-22
49005627188,12,,2023-09-11
49005627188,4,,2023-01-27
89749555633,15,,2023-04-08
89749555633,9,84167032133,2023-09-08
89749555633,4,14138977466,2023-02-05
48483840011,1,21324460911,2023-08-02
48483840011,3,67125811688,2023-09-30
48483840011,11,,2023-10-21
57114896155,2,76137484133,2023-05-17
88858007500,15,,2023-10-19
30635132022,12,88011273911,2023-09-12
30635132022,11,,2023-02-09
30661077600,16,,2023-11-08
30661077600,13,29800540899,2023-06-05
30661077600,10,48106411633,2023-06-02
25659313955,7,,2023-06-28
25659313955,4,16535694177,2023-03-01
25659313955,3,23100412111,2023-12-07
52438301199,4,,2023-02-23
52438301199,1,,2023-05-04
52438301199,16,96031465600,2023-02-08
74113971055,9,97758533111,2023-11-23
91052707588,8,,2023-01-20
91052707588,2,18736839444,2023-06-19
91052707588,3,,2023-12-21
12742698222,9,,2023-01-17
12742698222,1,,2023-11-09
27943908566,2,,2023-03-22
79773704766,7,,2023-04-18
79773704766,1,65861374544,2023-09-16
97643576444,3,,2023-09-30
97643576444,8,88953338299,2023-05-18
24239258400,3,73108075455,2023-10-31
24239258400,5,38235960477,2023-05-09
26197354166,13,69961125833,2023-09-11
26197354166,12,,2023-08-24
22228001299,1,,2023-05-16
70321128544,5,,2023-11-03
97552844788,2,,2023-12-23
52922511600,8,22444749411,2023-08-31
52922511600,4,,2023-08-23
40493286233,15,,2023-02-09
40493286233,1,91293834800,2023-11-24
61489973200,11,,2023-03-10
29791099755,2,,2023-10-01
29791099755,6,,2023-05-20
29791099755,8,,2023-05-14
26578231655,10,31476190600,2023-06-23
26578231655,8,11008717211,2023-01-04
37882692944,6,65720208433,2023-10-09
78570021944,15,35363183477,2023-05-29
42458587611,3,,2023-07-08
78555237233,11,98915582233,2023-01-10
78555237233,10,,2023-11-14
78555237233,7,12262637988,2023-12-11
18397128999,14,68416114544,2023-08-25
18397128999,2,,2023-10-28
18397128999,8,,2023-01-27
92573913022,1,27927318344,2023-06-23
92573913022,16,,2023-01-12
67191382433,15,,2023-05-24
18775279477,5,60319189433,2023-11-28
32878308999,3,,2023-08-07
32878308999,13,,2023-10-04
32878308999,14,,2023-11-18
30254965688,8,76495998922,2023-03-21
30254965688,11,10522693033,2023-11-01
69650663188,3,,2023-10-24
69650663188,9,,2023-09-27
69650663188,5,,2023-06-06
86637091022,11,25517996355,2023-03-26
86637091022,13,24290676766,2023-09-24
86637091022,9,,2023-05-07
51537375355,13,57118839177,2023-10-16
51537375355,11,,2023-03-29
99386741199,16,,2023-09-19
87008215199,2,,2023-11-03
95259132288,15,,2023-09-20
95259132288,7,,2023-09-27
95259132288,5,18171833466,2023-07-24
71544150533,15,,2023-04-26
71544150533,10,24203920866,2023-05-03
71544150533,2,59439278833,2023-10-26
68007535300,11,55326369822,2023-06-18
68007535300,5,15498544966,2023-03-13
15634398833,16,40000676999,2023-02-10
15634398833,8,85216007711,2023-04-24
15634398833,10,,2023-08-21
35514000755,6,,2023-10-01
35514000755,14,27893901422,2023-10-17
23718093577,16,94835015200,2023-02-19
23718093577,4,,2023-07-20
23718093577,12,,2023-07-20
48497261788,7,88900013644,2023-12-02
48497261788,8,98496309300,2023-11-22
48497261788,11,76722589233,2023-10-23
34615470777,12,,2023-07-14
34615470777,5,,2023-04-29
34615470777,10,17332496211,2023-01-03
18837010666,11,,2023-01-24
92351414433,13,82960394788,2023-04-28
92351414433,9,78726633922,2023-11-05
22831368733,6,71128625311,2023-06-16
22831368733,14,,2023-09-09
22831368733,3,25310679655,2023-08-25
20946718288,7,,2023-12-12
20946718288,16,51995861577,2023-12-21
72564541122,11,,2023-11-13
61633798455,13,,2023-12-23
71925343233,7,,2023-12-31
36314373233,7,86213947744,2023-12-09
36314373233,5,,2023-03-15
36314373233,12,38870276477,2023-12-09
20965024111,14,,2023-04-16
15539001388,16,,2023-12-23
15539001388,9,37543454788,2023-07-15
28780430222,12,32159232899,2023-12-14
28780430222,9,41716803366,2023-02-22
74362690622,10,14851071800,2023-04-23
74362690622,13,,2023-04-14
74362690622,15,,2023-07-11
21201210877,9,91703086677,2023-11-12
21201210877,13,,2023-07-22
88437602700,11,21342698399,2023-05-22
88437602700,7,,2023-05-24
88437602700,9,91832774555,2023-01-21
52448617277,11,,2023-05-02
52448617277,3,91252943422,2023-02-20
72079955711,3,,2023-01-15
72079955711,11,23277258955,2023-11-03
14363405511,2,66640538299,2023-06-03
14363405511,16,54085748222,2023-04-18
14363405511,12,,2023-02-28
77600116600,7,16365394677,2023-04-06
58477940611,3,48752431899,2023-06-30
58477940611,2,42650360233,2023-03-27
66785862122,2,,2023-09-11
10074171299,12,,2023-04-12
60419709211,7,34532030544,2023-10-09
69196757066,14,28042530155,2023-02-21
54420598466,1,,2023-10-02
76854094700,2,,2023-07-10
48750575200,1,57869921600,2023-03-26
48750575200,4,64770255900,2023-05-11
94625265677,6,,2023-05-24
94625265677,16,60014520677,2023-03-09
15425835944,8,21031858033,2023-12-04
40639397233,2,,2023-04-22
40639397233,4,,2023-09-18
24441853155,3,,2023-03-19
24441853155,15,,2023-03-24
54452622199,6,95157674666,2023-12-21
54452622199,4,,2023-06-08
12683027677,10,,2023-05-05
12683027677,7,,2023-05-14
77419601566,3,,2023-04-12
14598782300,2,,2023-03-03
15115042699,5,83452912100,2023-03-23
15115042699,8,,2023-05-10
15115042699,1,12272796555,2023-04-23
88255425855,14,,2023-04-03
88255425855,15,,2023-04-08
88255425855,4,66605206600,2023-10-25
58282714155,10,34602231899,2023-02-19
58282714155,2,,2023-04-13
28343805977,2,87407950399,2023-07-08
28343805977,13,62780312722,2023-11-05
28343805977,7,,2023-01-02
23786939666,5,,2023-06-26
23786939666,4,,2023-11-12
33281050855,2,,2023-05-18
33281050855,7,,2023-09-27
56687671677,16,,2023-07-28
75590413888,15,24096940122,2023-04-01
75590413888,6,17477991811,2023-02-23
43459231900,16,46685186899,2023-04-19
43459231900,11,48733105477,2023-05-27
98437025900,16,32943575599,2023-01-27
15657979811,4,,2023-04-13
15657979811,6,,2023-10-20
15657979811,9,,2023-10-16
43157107500,8,,2023-12-09
43157107500,4,42363444244,2023-07-14
43157107500,13,,2023-10-20
61441088822,10,77258140866,2023-05-27
61441088822,2,92206825322,2023-06-12
81274602499,5,99826125733,2023-04-27
81274602499,13,90056896500,2023-10-02
43961631188,16,55806631888,2023-01-07
36733339177,16,93962263511,2023-02-26
36733339177,3,16769252011,2023-03-26
42728435755,3,,2023-01-28
42728435755,2,,2023-07-16
42728435755,11,,2023-03-01
60174434455,7,,2023-01-09
61624437366,13,,2023-12-29
28507807155,6,,2023-06-12
28355813088,13,86464031733,2023-01-18
28355813088,8,,2023-10-11
28355813088,10,17871943888,2023-08-18
68026158788,3,15463710288,2023-09-06
49289583900,9,,2023-06-30
49289583900,16,23397314888,2023-02-15
85516577633,7,95425212788,2023-10-12
85516577633,8,15007188311,2023-11-11
85516577633,1,96832233111,2023-12-19
24097170122,13,78621136833,2023-06-13
74532119644,16,65453033177,2023-10-15
74532119644,6,,2023-06-07
84309158000,2,43576983322,2023-01-10
84309158000,10,,2023-10-11
84309158000,9,49198841255,2023-04-24
97514379977,3,,2023-04-01
97514379977,8,37047777499,2023-11-10
97514379977,16,,2023-03-27
77225498611,15,,2023-03-09
77225498611,3,27774954244,2023-08-17
72790812155,6,,2023-12-28
72790812155,16,75145701955,2023-07-01
72790812155,11,,2023-08-21
93392203900,16,,2023-11-13
84852314655,15,83626371455,2023-09-27
84852314655,14,,2023-06-05
84852314655,5,,2023-03-05
20228664955,10,,2023-01-29
20228664955,9,82746187699,2023-06-27
20228664955,14,87007788422,2023-02-16
31088360644,2,,2023-08-14
94670867788,8,,2023-02-19
86563943200,12,48284152200,2023-04-05
16242774977,11,,2023-12-24
16242774977,6,75064262422,2023-06-29
57504644077,7,,2023-09-11
42082315055,10,,2023-06-11
42082315055,5,34279905166,2023-12-17
42082315055,14,65577129266,2023-01-13
81488247033,11,,2023-02-15
10030049388,16,,2023-07-29
10999371755,7,18096768511,2023-03-22
10999371755,2,,2023-08-29
58015820700,16,,2023-05-01
98038585488,16,86743428766,2023-09-14
18920329100,5,82905625000,2023-11-15
38310075600,4,,2023-01-15
70290430811,5,55825507633,2023-12-20
