ID_INSTALACAO,CPF_RESPONSAVEL_INTERNO,DATA_RESERVA,HORARIO_INICIO,HORARIO_FIM
10,28621602377,2023-08-01,06:00:00,07:37:00
19,44781510911,2023-01-22,14:30:00,16:20:00
18,54493608600,2023-12-30,15:30:00,16:57:00
19,18581540066,2023-11-13,21:30:00,22:00:00
13,28235483199,2023-03-08,09:00:00,10:48:00
13,94454301155,2023-01-14,07:30:00,09:03:00
17,58450762422,2023-08-12,08:30:00,10:29:00
4,46875105588,2023-09-02,21:30:00,22:00:00
14,97919236200,2023-03-10,21:30:00,22:00:00
11,63518146777,2023-09-18,10:30:00,11:52:00
5,84772575400,2023-12-08,14:00:00,15:47:00
8,93584886622,2023-01-23,15:30:00,16:34:00
20,28863339722,2023-05-04,15:30:00,17:04:00
4,72406178233,2023-04-15,12:30:00,13:33:00
3,63842630255,2023-06-29,20:00:00,21:42:00
12,30476374900,2023-06-18,19:00:00,20:33:00
7,13961737300,2023-08-27,14:30:00,15:53:00
9,23309095866,2023-05-19,10:30:00,11:41:00
18,83472659922,2023-06-08,08:30:00,10:24:00
8,24279870855,2023-10-05,10:30:00,11:43:00
15,27694773900,2023-10-14,14:00:00,15:52:00
13,50763306855,2023-11-04,14:30:00,16:14:00
19,58222718555,2023-03-09,11:30:00,12:59:00
8,57661871300,2023-11-21,18:30:00,19:51:00
16,59452820066,2023-02-15,09:00:00,10:30:00
11,66181475300,2023-06-22,17:00:00,18:28:00
7,16632465566,2023-04-25,15:00:00,16:31:00
15,68410266400,2023-09-02,13:30:00,15:20:00
14,35095008144,2023-09-24,21:00:00,22:00:00
20,45330988600,2023-07-10,10:30:00,12:18:00
19,78614609166,2023-10-16,21:30:00,22:00:00
19,11002192699,2023-11-02,18:00:00,19:28:00
17,43245425899,2023-07-27,10:00:00,11:51:00
9,66820365155,2023-01-09,14:00:00,15:47:00
3,66013030200,2023-10-28,11:00:00,12:59:00
14,85735883733,2023-07-16,08:00:00,09:35:00
15,27566640300,2023-07-09,06:30:00,07:36:00
20,25140678044,2023-03-14,20:00:00,21:09:00
11,56265402022,2023-09-20,08:30:00,10:22:00
7,20973073888,2023-10-15,11:00:00,12:00:00
9,33364143000,2023-06-19,14:00:00,15:40:00
4,99717162244,2023-10-01,20:00:00,21:26:00
3,62579208766,2023-06-19,10:30:00,12:23:00
18,32437302444,2023-01-25,06:00:00,07:59:00
13,47397046099,2023-09-08,10:30:00,11:53:00
19,28639606100,2023-02-28,16:30:00,18:12:00
13,59038796833,2023-05-11,17:00:00,18:55:00
12,64134209877,2023-07-13,14:00:00,15:59:00
3,87764640244,2023-09-01,18:00:00,19:23:00
20,37657255288,2023-07-20,15:00:00,16:30:00
9,12869754922,2023-04-16,07:30:00,08:48:00
7,27256133299,2023-05-15,06:30:00,07:53:00
7,53895817688,2023-04-25,20:30:00,21:31:00
15,95758094166,2023-06-23,13:00:00,14:17:00
14,81760140600,2023-01-09,15:30:00,16:50:00
9,49860493055,2023-12-04,06:00:00,07:22:00
9,76730078788,2023-04-01,07:00:00,08:13:00
2,20773970711,2023-01-19,07:30:00,08:44:00
17,31185488433,2023-12-27,09:00:00,10:56:00
5,76604883255,2023-07-10,21:00:00,22:00:00
17,20565049600,2023-06-28,16:30:00,18:08:00
14,14530101733,2023-08-05,12:00:00,13:52:00
4,73622921711,2023-09-29,11:30:00,13:29:00
20,80981643577,2023-11-29,06:30:00,08:17:00
2,50022247177,2023-07-14,19:30:00,20:57:00
19,74048026100,2023-02-04,07:30:00,09:25:00
15,31713036477,2023-11-27,15:30:00,16:36:00
3,53383760599,2023-06-06,08:30:00,09:56:00
12,41708940577,2023-09-27,18:30:00,20:12:00
17,76533294388,2023-08-22,06:00:00,07:45:00
5,49236638044,2023-03-08,12:00:00,13:33:00
16,49734451777,2023-03-26,21:30:00,22:00:00
19,64635919044,2023-08-31,15:30:00,17:04:00
19,18188606866,2023-10-02,16:30:00,17:33:00
6,40258050300,2023-03-03,18:30:00,20:15:00
18,15601638799,2023-04-06,17:30:00,18:56:00
14,33433180199,2023-01-17,13:30:00,14:55:00
7,62431977277,2023-01-09,18:30:00,19:32:00
10,65968214044,2023-08-07,09:30:00,10:35:00
5,67479699100,2023-12-02,16:00:00,17:39:00
16,99489985611,2023-05-28,13:30:00,14:51:00
5,95110945211,2023-10-10,14:00:00,15:57:00
20,30056844822,2023-07-24,10:30:00,12:00:00
2,42563560100,2023-02-15,19:30:00,20:49:00
9,16000738088,2023-05-16,06:30:00,07:31:00
13,91159917500,2023-01-24,08:30:00,10:18:00
4,84448422733,2023-04-02,07:00:00,08:18:00
16,14892890388,2023-07-21,17:30:00,19:24:00
8,69051812855,2023-12-07,13:00:00,14:48:00
13,62818901599,2023-05-24,07:30:00,09:20:00
14,29620251611,2023-12-23,21:30:00,22:00:00
2,96606209933,2023-08-09,15:00:00,16:56:00
14,14117524144,2023-06-03,21:00:00,22:00:00
14,28297203500,2023-10-06,14:30:00,15:31:00
16,80573257200,2023-06-14,16:30:00,17:46:00
2,45941229066,2023-05-23,16:30:00,18:22:00
15,63281083622,2023-07-21,15:00:00,16:00:00
4,94507105033,2023-05-11,18:00:00,19:35:00
9,16648731044,2023-01-05,09:30:00,11:18:00
13,12402870622,2023-04-13,17:30:00,19:10:00
7,73082495144,2023-06-09,19:30:00,20:42:00
8,58021779777,2023-04-07,13:00:00,14:15:00
16,37509932111,2023-10-04,14:30:00,16:27:00
6,40456731800,2023-02-06,11:00:00,12:55:00
20,22766370488,2023-11-07,18:00:00,19:30:00
13,39046969477,2023-05-04,09:00:00,10:35:00
13,48758881555,2023-08-04,15:00:00,16:29:00
9,22489025655,2023-03-27,13:30:00,14:33:00
11,90877836988,2023-11-27,11:00:00,12:46:00
4,23262243888,2023-05-17,15:30:00,17:08:00
6,22746913044,2023-01-17,16:30:00,18:06:00
17,55694877355,2023-05-04,21:00:00,22:00:00
10,62192262677,2023-04-07,17:00:00,18:54:00
5,63028659211,2023-03-11,16:00:00,17:49:00
20,92246770455,2023-10-05,18:00:00,19:31:00
13,59145720533,2023-11-22,21:30:00,22:00:00
1,82167923600,2023-06-01,12:30:00,13:48:00
2,92432630722,2023-08-21,13:30:00,15:01:00
12,60734548488,2023-09-13,12:00:00,13:09:00
18,42965969933,2023-10-13,10:00:00,11:00:00
4,12273807477,2023-08-09,19:30:00,20:33:00
17,52683253455,2023-11-07,11:00:00,12:48:00
5,79684338000,2023-05-17,16:00:00,17:22:00
16,97676190200,2023-05-17,13:00:00,14:20:00
4,89986937122,2023-12-25,21:30:00,22:00:00
9,29684071555,2023-05-22,15:30:00,17:17:00
3,99650153177,2023-02-19,12:00:00,13:53:00
2,96620360400,2023-06-25,10:00:00,11:34:00
5,16536228655,2023-04-17,18:00:00,19:20:00
20,14275113222,2023-10-02,12:00:00,13:07:00
8,47358451788,2023-09-23,07:30:00,08:56:00
7,85290287833,2023-02-02,13:30:00,15:24:00
12,56461761311,2023-12-24,13:30:00,14:38:00
17,77449316611,2023-06-14,07:00:00,08:24:00
12,48830185399,2023-10-10,07:00:00,08:14:00
6,15930642177,2023-07-16,09:00:00,10:04:00
11,38118378188,2023-07-27,14:30:00,15:42:00
20,69544643411,2023-08-24,21:30:00,22:00:00
9,49550162433,2023-12-01,14:00:00,15:46:00
11,27887091611,2023-11-24,15:00:00,16:54:00
9,59768935466,2023-10-17,09:30:00,10:37:00
20,93399446588,2023-09-05,12:30:00,14:18:00
17,88261747177,2023-11-04,10:30:00,11:57:00
1,51784194999,2023-12-21,19:00:00,20:47:00
11,33256244133,2023-04-11,21:30:00,22:00:00
15,25674508077,2023-08-18,17:00:00,18:37:00
10,92913160911,2023-07-10,17:00:00,18:00:00
15,23874680311,2023-06-25,16:00:00,17:10:00
20,12135546599,2023-12-29,14:00:00,15:41:00
19,63420461588,2023-05-26,14:00:00,15:46:00
16,92123653966,2023-09-06,15:00:00,16:20:00
7,23379565711,2023-08-11,14:00:00,15:02:00
18,45415986988,2023-04-06,21:00:00,22:00:00
11,41185729311,2023-07-09,11:00:00,12:15:00
5,53491464244,2023-01-25,12:30:00,13:35:00
9,34242190700,2023-03-21,06:30:00,07:41:00
8,69680754155,2023-03-12,19:30:00,21:21:00
4,67839237899,2023-01-22,06:00:00,07:57:00
1,17911604411,2023-08-11,15:30:00,16:38:00
13,84580511099,2023-02-23,13:00:00,14:27:00
14,11846597455,2023-03-08,08:00:00,09:22:00
14,84634460000,2023-09-14,15:00:00,16:22:00
9,14448051422,2023-09-12,18:00:00,19:46:00
3,91492248088,2023-11-11,14:30:00,16:18:00
10,72506423755,2023-10-15,12:00:00,13:12:00
9,15195217588,2023-09-10,07:00:00,08:37:00
16,75760141055,2023-08-19,13:30:00,14:46:00
6,50660497033,2023-05-21,15:30:00,16:56:00
4,52583541055,2023-12-27,09:00:00,10:14:00
13,12676709911,2023-05-30,21:00:00,22:00:00
14,14914771055,2023-09-30,08:30:00,09:40:00
14,82066436722,2023-12-23,08:00:00,09:58:00
11,17928303944,2023-10-06,12:00:00,13:14:00
10,11115738400,2023-11-28,08:30:00,10:18:00
13,86513438099,2023-01-31,09:30:00,11:20:00
17,25810285566,2023-07-12,11:00:00,12:14:00
6,88611573000,2023-07-21,20:00:00,21:37:00
18,99315031300,2023-07-05,14:00:00,15:37:00
8,84116542811,2023-02-21,18:00:00,19:10:00
3,76325778400,2023-10-01,21:00:00,22:00:00
5,11954315111,2023-05-10,16:00:00,17:56:00
17,91782012333,2023-05-14,21:30:00,22:00:00
11,67792076833,2023-07-17,14:00:00,15:53:00
7,12695386244,2023-09-21,15:00:00,16:50:00
5,54158222833,2023-02-10,12:30:00,14:20:00
6,62828597000,2023-12-23,21:00:00,22:00:00
4,13564939044,2023-12-23,14:00:00,15:28:00
11,25440719666,2023-11-06,21:00:00,22:00:00
6,36328686200,2023-06-24,13:30:00,14:41:00
4,36169931055,2023-03-11,11:30:00,13:22:00
18,44244043155,2023-06-19,19:00:00,20:01:00
8,16769012211,2023-12-20,12:30:00,14:02:00
10,70139626600,2023-06-20,19:00:00,20:35:00
7,77844133600,2023-12-14,06:30:00,07:54:00
3,60446071788,2023-03-21,10:00:00,11:42:00
1,83615225222,2023-06-27,06:00:00,07:01:00
2,78804765988,2023-04-28,17:00:00,18:30:00
4,57713291188,2023-03-21,08:00:00,09:48:00
8,54162238200,2023-01-22,07:00:00,08:06:00
10,33530995811,2023-12-23,16:00:00,17:12:00
13,98388948500,2023-04-02,20:00:00,21:02:00
15,98280589011,2023-09-16,19:00:00,20:43:00
6,86752439444,2023-05-06,14:00:00,15:11:00
17,80436373422,2023-10-15,19:30:00,20:49:00
15,35273734111,2023-03-10,10:00:00,11:56:00
1,78687943300,2023-07-27,10:30:00,12:21:00
10,39679936200,2023-09-14,08:00:00,09:14:00
11,89462190766,2023-02-15,06:30:00,07:53:00
15,49108539011,2023-02-19,08:30:00,10:26:00
1,90151360688,2023-12-19,07:30:00,08:33:00
13,55631542899,2023-02-15,07:00:00,08:11:00
13,30958096388,2023-02-20,18:30:00,20:13:00
16,55695036844,2023-08-22,09:30:00,10:31:00
12,25923929200,2023-04-17,16:00:00,17:12:00
12,41881962899,2023-10-25,08:30:00,09:39:00
16,29868333811,2023-07-16,18:00:00,19:21:00
9,31979601655,2023-12-13,17:30:00,18:43:00
3,55231463666,2023-06-01,14:30:00,16:10:00
19,70519106122,2023-04-06,14:00:00,15:53:00
9,19141199088,2023-08-16,07:00:00,08:14:00
14,74519413888,2023-03-24,11:30:00,13:27:00
15,44478575700,2023-04-22,16:00:00,17:56:00
15,36209541788,2023-10-08,06:00:00,07:18:00
18,56192534222,2023-03-28,14:00:00,15:31:00
19,98727011722,2023-03-09,07:00:00,08:44:00
12,63698097800,2023-06-16,11:00:00,12:46:00
3,94561605644,2023-11-21,14:00:00,15:18:00
2,45117136500,2023-03-28,09:00:00,10:49:00
18,12025106477,2023-08-28,18:30:00,20:11:00
13,81879318688,2023-09-14,20:30:00,22:00:00
8,22429923177,2023-05-19,16:30:00,18:28:00
5,36350508066,2023-04-26,09:00:00,10:34:00
1,79815659366,2023-08-12,14:30:00,15:36:00
14,55203070088,2023-10-25,10:00:00,11:12:00
10,38545770011,2023-03-01,13:00:00,14:36:00
15,83318488611,2023-05-06,10:00:00,11:12:00
9,26170197999,2023-01-13,13:30:00,14:34:00
11,23938137488,2023-03-02,13:00:00,14:04:00
6,61162356899,2023-10-15,06:00:00,08:00:00
10,65154132622,2023-01-04,10:00:00,11:22:00
15,87478480144,2023-08-01,06:00:00,07:14:00
13,76537993022,2023-05-01,20:00:00,21:35:00
17,94714866299,2023-11-25,09:30:00,10:30:00
17,29345825822,2023-08-12,06:00:00,07:50:00
13,46034024144,2023-08-17,15:00:00,16:56:00
9,39139983066,2023-04-01,06:30:00,07:36:00
14,93867877411,2023-05-12,06:00:00,07:20:00
1,41788759499,2023-06-10,16:00:00,17:08:00
13,70729674355,2023-03-10,15:30:00,17:23:00
7,75544736899,2023-03-18,10:00:00,11:13:00
7,39996701188,2023-08-14,15:30:00,16:41:00
9,61596400700,2023-11-22,17:30:00,18:57:00
20,66740330300,2023-06-16,08:30:00,10:03:00
9,20233827344,2023-09-15,08:00:00,09:44:00
3,95753156933,2023-09-06,11:30:00,12:49:00
14,86892613388,2023-06-15,12:00:00,13:08:00
12,65427241333,2023-03-22,19:00:00,20:38:00
20,60459549633,2023-09-28,19:00:00,20:02:00
1,15242911377,2023-01-29,14:00:00,15:07:00
1,10928640400,2023-01-14,21:00:00,22:00:00
4,40486374600,2023-02-06,19:00:00,20:19:00
8,68412147900,2023-10-21,12:00:00,13:19:00
2,76718053277,2023-04-13,18:00:00,19:43:00
17,35103838422,2023-01-02,11:30:00,12:53:00
16,54469185411,2023-01-12,06:00:00,07:20:00
1,50806275499,2023-10-25,19:30:00,20:33:00
6,32000351888,2023-08-01,13:00:00,14:14:00
15,68918478777,2023-03-17,16:30:00,18:19:00
19,13383502188,2023-06-13,06:00:00,07:02:00
17,61020636199,2023-03-02,20:00:00,21:58:00
16,23464314433,2023-03-27,15:30:00,17:26:00
5,47438941400,2023-06-25,18:00:00,20:00:00
12,75229835411,2023-04-11,20:00:00,21:50:00
11,18699412177,2023-04-27,21:00:00,22:00:00
18,98667269677,2023-10-14,20:00:00,21:05:00
2,69465526011,2023-12-18,19:30:00,21:04:00
2,87673654933,2023-01-10,08:00:00,09:05:00
9,73081443566,2023-12-05,09:30:00,10:59:00
1,14774062044,2023-02-03,08:00:00,09:43:00
4,77974822500,2023-06-26,10:00:00,11:41:00
15,56864141222,2023-04-22,18:30:00,20:18:00
5,44630813511,2023-02-19,08:30:00,09:36:00
4,20794737355,2023-05-19,13:30:00,14:37:00
5,97976569933,2023-08-31,16:30:00,18:29:00
13,54716517077,2023-05-17,14:30:00,15:41:00
4,22035013166,2023-08-24,20:00:00,21:41:00
5,37508609711,2023-11-01,10:00:00,11:23:00
4,28428387933,2023-01-12,10:00:00,11:53:00
18,87064114100,2023-12-06,21:30:00,22:00:00
7,51112082088,2023-01-29,06:00:00,07:43:00
11,50126308900,2023-05-09,21:00:00,22:00:00
12,19913051411,2023-04-17,19:00:00,20:52:00
13,97134752599,2023-09-13,13:00:00,14:21:00
3,52545893533,2023-05-26,10:00:00,11:25:00
8,96017948166,2023-05-21,13:30:00,15:10:00
11,33068851422,2023-05-25,13:00:00,14:54:00
14,87501420111,2023-02-27,08:30:00,09:31:00
3,50772672866,2023-11-07,16:00:00,17:09:00
5,38511275100,2023-06-08,19:00:00,20:54:00
9,79044654855,2023-09-14,14:30:00,16:09:00
1,89709800088,2023-10-23,20:30:00,22:00:00
18,36886733288,2023-05-27,17:00:00,18:40:00
4,27506887600,2023-05-13,06:00:00,07:32:00
19,30106113744,2023-07-16,06:00:00,07:19:00
15,34469609700,2023-09-24,14:00:00,15:35:00
2,15659832200,2023-10-27,09:30:00,11:03:00
2,72965349400,2023-06-01,06:30:00,08:15:00
18,53507228400,2023-08-11,08:30:00,10:01:00
20,74897745355,2023-08-13,20:00:00,21:47:00
5,45526292711,2023-12-25,07:30:00,09:05:00
5,94272052533,2023-04-29,12:00:00,13:49:00
18,59971462000,2023-05-02,07:30:00,08:49:00
5,66540189666,2023-09-04,09:30:00,11:13:00
17,19036660900,2023-06-12,16:00:00,17:36:00
2,61789347344,2023-03-04,07:00:00,08:08:00
19,12541830433,2023-12-18,09:00:00,10:53:00
12,82832454499,2023-08-26,15:00:00,16:04:00
3,31645960144,2023-12-25,19:30:00,20:52:00
7,20166623288,2023-03-18,08:30:00,09:37:00
15,25361000811,2023-08-25,06:00:00,07:05:00
20,96408981988,2023-06-16,12:00:00,13:32:00
13,10076473299,2023-12-31,19:30:00,20:54:00
10,77468663288,2023-09-07,20:00:00,21:35:00
2,37442155633,2023-09-17,16:30:00,18:05:00
10,53011686300,2023-07-17,16:30:00,18:01:00
3,97280531422,2023-07-22,07:30:00,09:20:00
6,10337448244,2023-05-06,17:00:00,18:50:00
15,49733933988,2023-12-22,08:30:00,10:04:00
5,52463941900,2023-04-20,17:30:00,18:55:00
16,90562156555,2023-10-02,10:30:00,11:58:00
9,92867580655,2023-07-16,10:30:00,12:08:00
12,47753894166,2023-01-22,09:30:00,10:46:00
2,67917260088,2023-12-12,11:00:00,12:34:00
1,28039417677,2023-11-07,15:30:00,17:27:00
16,49835586400,2023-06-11,12:30:00,14:00:00
3,55858250622,2023-09-05,14:30:00,16:27:00
20,84692773755,2023-12-31,19:30:00,20:43:00
3,60497526800,2023-09-25,18:30:00,19:55:00
19,12439646699,2023-03-11,07:30:00,08:39:00
20,46629414155,2023-03-28,12:00:00,13:10:00
18,12953060855,2023-04-28,08:30:00,09:34:00
9,41924060633,2023-08-01,07:30:00,08:35:00
1,87755173611,2023-06-12,14:00:00,15:39:00
9,71325444033,2023-03-04,10:00:00,11:41:00
3,35040541400,2023-10-07,07:00:00,08:47:00
18,87878777244,2023-06-05,20:30:00,22:00:00
3,44082360555,2023-01-25,06:00:00,07:57:00
13,62516488999,2023-04-17,16:00:00,17:57:00
19,63310522088,2023-05-27,18:00:00,19:00:00
13,75349530222,2023-05-03,16:30:00,17:56:00
9,44035309311,2023-10-24,10:30:00,12:01:00
12,68325352955,2023-07-05,08:30:00,09:43:00
11,56575817333,2023-09-24,13:30:00,15:09:00
2,82079503666,2023-07-02,08:30:00,10:21:00
11,17319212766,2023-03-24,12:00:00,13:36:00
4,67033908433,2023-07-30,13:00:00,14:10:00
12,33383708811,2023-02-04,13:00:00,14:41:00
20,39615886433,2023-07-28,14:30:00,15:30:00
11,71581891711,2023-11-15,21:30:00,22:00:00
12,47294256344,2023-10-28,14:30:00,16:24:00
1,97094135977,2023-05-26,21:00:00,22:00:00
8,97286007555,2023-09-03,09:30:00,10:48:00
18,45482589499,2023-12-25,17:00:00,18:59:00
15,93703009888,2023-09-28,21:00:00,22:00:00
5,66928571200,2023-10-16,12:30:00,13:42:00
5,17012802722,2023-12-24,09:00:00,10:06:00
6,37835754511,2023-10-31,18:00:00,19:23:00
11,32676851500,2023-10-16,19:00:00,20:46:00
13,29269986277,2023-06-28,07:30:00,09:25:00
11,22705571400,2023-08-31,12:00:00,13:13:00
11,49778592277,2023-09-26,20:30:00,22:00:00
6,74862271855,2023-07-08,16:00:00,17:24:00
19,73724948855,2023-11-02,16:00:00,17:06:00
6,94281796399,2023-05-24,18:00:00,19:15:00
18,95696046200,2023-03-12,15:30:00,16:49:00
3,90339621877,2023-12-11,09:00:00,10:39:00
16,87136883833,2023-10-13,19:00:00,20:02:00
4,22752595622,2023-07-11,12:30:00,14:27:00
20,13403096533,2023-04-17,15:00:00,16:37:00
8,32875367100,2023-01-13,20:30:00,21:36:00
18,53392073400,2023-12-13,09:30:00,10:43:00
5,30804970233,2023-10-27,21:30:00,22:00:00
16,14122171211,2023-06-18,21:30:00,22:00:00
16,39063967388,2023-09-23,16:30:00,17:35:00
15,54521891222,2023-09-08,06:00:00,07:17:00
10,45154665777,2023-07-27,14:30:00,15:38:00
17,99809798444,2023-11-02,11:00:00,12:03:00
17,56759291266,2023-11-15,13:30:00,15:20:00
9,36757836000,2023-11-19,07:00:00,08:17:00
9,66304508766,2023-12-29,17:30:00,18:42:00
5,85484761333,2023-08-21,15:30:00,16:43:00
19,75930960500,2023-11-22,08:30:00,09:52:00
10,22953264788,2023-10-27,06:30:00,07:32:00
6,99658305844,2023-02-07,06:30:00,08:07:00
5,65124933622,2023-03-29,14:00:00,15:48:00
8,74009935699,2023-07-29,06:00:00,07:41:00
7,76633578922,2023-06-01,11:30:00,13:05:00
16,19795063022,2023-09-22,11:00:00,12:00:00
4,92390422966,2023-11-10,10:00:00,11:16:00
5,23064424955,2023-09-01,12:00:00,13:38:00
17,12329334577,2023-08-06,16:30:00,17:30:00
19,28459704200,2023-02-17,19:30:00,21:07:00
3,18902435311,2023-09-15,10:00:00,11:57:00
5,21960108800,2023-01-23,20:00:00,21:11:00
6,13596499644,2023-12-10,06:30:00,08:20:00
18,46893300933,2023-01-23,18:30:00,19:55:00
16,26008018477,2023-09-15,15:30:00,16:37:00
16,81780294644,2023-07-24,08:30:00,10:00:00
5,20389670833,2023-11-08,17:00:00,18:50:00
14,62259114800,2023-12-28,20:00:00,21:14:00
17,43901775400,2023-02-05,18:30:00,19:54:00
8,55388620466,2023-04-05,18:00:00,19:38:00
4,99148971933,2023-11-21,12:30:00,13:34:00
13,54819000688,2023-11-13,13:30:00,14:50:00
18,99799702355,2023-08-16,11:30:00,12:31:00
13,92857821833,2023-06-07,16:00:00,17:41:00
17,38040630399,2023-12-10,18:00:00,19:33:00
19,31726420544,2023-09-11,18:00:00,19:14:00
20,98727588400,2023-07-06,21:30:00,22:00:00
5,26758843755,2023-05-02,14:30:00,15:55:00
19,39717990788,2023-02-25,08:00:00,09:41:00
15,81300673666,2023-03-19,16:30:00,18:24:00
20,64231604499,2023-06-20,20:00:00,21:24:00
12,38063511555,2023-02-24,06:00:00,07:41:00
3,10276304300,2023-08-01,17:00:00,18:05:00
14,75443644022,2023-05-16,21:30:00,22:00:00
7,62477249344,2023-08-31,14:30:00,16:07:00
7,82746300500,2023-01-22,06:00:00,07:09:00
19,28073479911,2023-04-28,20:30:00,21:32:00
10,20245996644,2023-06-12,19:30:00,21:19:00
8,19051889199,2023-04-06,17:00:00,18:27:00
18,11744526844,2023-11-02,16:00:00,17:44:00
14,60167602344,2023-09-02,08:00:00,09:06:00
20,14328197555,2023-04-16,15:30:00,16:42:00
2,49672571433,2023-08-19,12:30:00,13:54:00
5,56890876700,2023-04-14,17:00:00,18:04:00
13,71241606188,2023-12-04,06:30:00,08:17:00
8,32507338144,2023-07-03,13:30:00,15:15:00
16,30808747222,2023-04-10,09:00:00,10:53:00
10,61107298333,2023-11-13,19:00:00,20:48:00
1,80217563900,2023-01-12,14:30:00,15:59:00
9,58965637100,2023-07-15,16:30:00,17:43:00
3,58794493600,2023-04-06,19:00:00,20:29:00
14,52119147166,2023-11-07,11:00:00,12:41:00
15,87270344533,2023-04-17,13:30:00,14:45:00
1,54363014955,2023-10-27,16:30:00,18:22:00
10,58786521611,2023-04-01,16:30:00,17:58:00
13,75539903888,2023-04-18,13:00:00,14:04:00
12,87289905288,2023-10-04,18:00:00,19:54:00
19,31328296844,2023-01-03,18:30:00,19:34:00
16,77149532922,2023-11-02,13:30:00,15:03:00
9,87192970255,2023-11-22,10:00:00,11:20:00
10,23792240300,2023-10-25,14:00:00,15:33:00
20,24417888255,2023-11-29,14:00:00,15:38:00
16,45521152433,2023-03-03,06:30:00,07:40:00
3,58718625000,2023-01-19,18:00:00,19:30:00
16,74060329511,2023-05-31,10:30:00,11:39:00
9,97099657355,2023-02-19,19:30:00,20:44:00
9,40040811066,2023-08-03,16:00:00,17:55:00
3,70932910588,2023-08-05,13:00:00,14:07:00
12,46928316000,2023-10-14,10:30:00,12:28:00
14,28794976477,2023-03-26,12:00:00,14:00:00
8,90140570166,2023-12-31,17:00:00,18:40:00
2,53402523299,2023-12-15,13:30:00,14:30:00
16,80757365911,2023-04-17,11:00:00,12:21:00
20,41717264099,2023-06-25,20:00:00,21:34:00
2,44500959600,2023-05-21,10:00:00,11:38:00
6,89868473888,2023-01-02,12:00:00,13:20:00
12,29517333644,2023-08-27,07:30:00,09:30:00
16,45957300711,2023-11-21,16:30:00,18:27:00
18,39892738255,2023-07-15,11:30:00,12:59:00
17,29985450099,2023-09-23,15:00:00,16:43:00
18,95116938833,2023-06-24,13:00:00,14:03:00
8,71684683755,2023-01-27,13:00:00,14:34:00
11,50210828766,2023-03-05,09:30:00,10:54:00
9,82304505288,2023-06-14,21:00:00,22:00:00
2,99683818888,2023-08-02,08:00:00,09:19:00
10,49583649000,2023-02-26,17:00:00,18:47:00
10,73898179688,2023-06-06,18:00:00,19:29:00
1,98596782600,2023-08-18,07:30:00,09:18:00
14,20061082477,2023-12-19,18:00:00,19:07:00
13,90686484200,2023-03-13,21:00:00,22:00:00
10,38717590077,2023-10-16,08:30:00,09:48:00
7,46227796844,2023-11-01,20:00:00,21:19:00
17,30748509144,2023-11-26,15:00:00,16:02:00
18,82365409366,2023-10-26,19:00:00,20:27:00
17,34860907988,2023-02-12,18:00:00,19:30:00
18,97333771477,2023-08-14,14:30:00,15:33:00
1,33223620944,2023-03-02,20:30:00,21:33:00
4,29557969055,2023-06-04,11:00:00,13:00:00
14,74573111066,2023-07-03,10:00:00,11:02:00
18,71161355888,2023-06-25,08:30:00,10:02:00
4,99292155300,2023-02-10,14:00:00,15:48:00
8,50799394000,2023-04-03,10:00:00,11:55:00
8,72875562600,2023-01-20,15:00:00,16:59:00
10,90532682511,2023-01-12,18:00:00,19:22:00
13,73398662133,2023-07-02,17:00:00,18:57:00
4,51429177744,2023-07-08,08:00:00,09:54:00
4,63819065533,2023-08-30,06:00:00,07:24:00
18,46414524666,2023-01-14,09:30:00,10:42:00
11,89181018055,2023-12-09,08:30:00,09:33:00
3,75084357611,2023-08-04,13:30:00,14:33:00
16,32036662433,2023-04-16,09:00:00,10:30:00
19,79192822500,2023-06-24,06:00:00,07:31:00
16,48354750622,2023-09-03,06:30:00,08:12:00
12,47617197700,2023-10-23,17:00:00,18:39:00
8,51803615088,2023-07-26,10:00:00,11:13:00
8,56176547644,2023-05-28,06:30:00,08:26:00
18,29313921466,2023-02-17,14:00:00,15:10:00
16,45763212266,2023-07-23,08:00:00,09:33:00
5,69443891699,2023-03-28,16:00:00,17:01:00
8,85483123000,2023-06-30,13:00:00,14:47:00
16,55891494366,2023-07-08,19:30:00,20:42:00
10,34246083600,2023-07-30,12:30:00,13:39:00
18,16703592477,2023-11-29,13:30:00,14:41:00
17,51725224922,2023-07-16,08:00:00,09:50:00
19,66423775166,2023-02-10,16:30:00,17:44:00
20,32224323922,2023-09-30,09:00:00,10:12:00
10,94403681600,2023-09-21,10:30:00,11:37:00
20,64772966400,2023-02-18,13:00:00,14:31:00
5,53263275622,2023-12-05,11:30:00,13:08:00
2,10041458299,2023-04-21,15:00:00,16:29:00
19,44974371677,2023-05-06,20:00:00,21:38:00
16,42029455577,2023-05-16,09:30:00,10:36:00
7,34570920100,2023-01-29,18:00:00,19:36:00
1,96906252500,2023-05-21,09:30:00,11:01:00
20,65122499500,2023-03-23,21:30:00,22:00:00
1,70235485133,2023-01-06,17:00:00,18:45:00
4,94085769933,2023-02-02,14:00:00,15:39:00
5,47063449566,2023-08-07,07:00:00,08:08:00
4,98872455500,2023-08-27,09:30:00,10:45:00
18,79741935655,2023-06-16,13:30:00,15:02:00
8,35613709855,2023-02-12,20:30:00,21:31:00
13,21961277444,2023-04-26,12:30:00,13:55:00
5,42774660600,2023-03-19,20:00:00,21:34:00
13,27694753988,2023-12-03,13:00:00,14:11:00
